,Название,Сайт,status,Адрес,площадь объекта,coords,longitude,latitude,rating,Класс:
871, БЦ Кирпичный,https://www.arendator.ru/objects/8937-kirpichnyj/,torg_office_cntr,"г. Москва, ВАО, Соколиная гора, Кирпичный 1-й переулок 2",1000.0,"[55.778807, 37.731764]",37.731764,55.778807,50.0,B+
872, БЦ Парк Хуамин,https://www.arendator.ru/objects/49246-park_huamin/,torg_office_cntr,"г. Москва, СВАО, Ростокино, Вильгельма Пика улица 14",24800.0,"[55.8395526, 37.6356283]",37.6356283,55.8395526,50.0,A
873, БЦ Port Plaza (Порт Плаза),https://www.arendator.ru/objects/9173-port_plaza_port_plaza/,torg_office_cntr,"г. Москва, Проектируемый  6 стр.1",62600.0,"[55.755826, 37.6172999]",37.6172999,55.755826,50.0,B+
874, Офисное здание на Фурманном 9/12,https://www.arendator.ru/objects/7216-na_furmannom_912/,torg_office_cntr,"г. Москва, ЦАО, Басманный, Фурманный переулок 9/12",2161.0,"[55.7642778, 37.64885200000001]",37.64885200000001,55.7642778,50.0,B
875, БЦ Crystal Plaza (Кристалл Плаза),https://www.arendator.ru/objects/9404-crystal_plaza_kristall_plaza/,torg_office_cntr,"г. Москва, ЦАО, Замоскворечье, Садовническая улица 14 стр.2",7000.0,"[55.74681, 37.629221]",37.629221,55.74681,50.0,A
876, БЦ Tupolev Plaza 2,https://www.arendator.ru/objects/8890-tupolev_plaza_2/,torg_office_cntr,"г. Москва, ЦАО, Басманный, Академика Туполева набережная 15 корп.22",10000.0,"[55.76172099999999, 37.6789879]",37.6789879,55.76172099999999,50.0,B+
877, БЦ Профсоюзная 125,https://www.arendator.ru/objects/9350-profsoyuznaya_125/,torg_office_cntr,"г. Москва, ЮЗАО, Ясенево, Профсоюзная улица 125",17700.0,"[55.6216527, 37.5101084]",37.5101084,55.6216527,50.0,B
878, БЦ Art Building,https://www.arendator.ru/objects/8999-art_building-1/,torg_office_cntr,"г. Москва, ЦАО, Таганский, Земляной Вал улица 66/20",30000.0,"[55.745211, 37.654567]",37.654567,55.745211,50.0,B
879, БЦ Бутырская 76,https://www.arendator.ru/objects/8910-butyrskaya_76/,torg_office_cntr,"г. Москва, СВАО, Бутырский, Бутырская улица 76 стр.1",8900.0,"[55.804232, 37.583412]",37.583412,55.804232,50.0,B
880, Офисное здание на Большом Дровяном,https://www.arendator.ru/objects/7500-na_bolshom_drovyanom/,torg_office_cntr,"г. Москва, ЦАО, Таганский, Дровяной Б. переулок 20 стр.2",1713.0,"[55.7462951, 37.6591059]",37.6591059,55.7462951,50.0,A
881, БЦ Чайка Плаза 4,https://www.arendator.ru/objects/7357-chajka_plaza_4/,torg_office_cntr,"г. Москва, ЦАО, Мещанский, Щепкина улица 42 стр.2а",8270.0,"[55.7826197, 37.62984]",37.62984,55.7826197,50.0,A
882, Коворкинг Artplay (АртПлэй),https://www.arendator.ru/objects/32759-artplay_artplej/,torg_office_cntr,"г. Москва, Нижняя Сыромятническая  10с2",,"[55.752043, 37.670724]",37.670724,55.752043,50.0,
883, Коворкинг Регус Военторг,https://www.arendator.ru/objects/33761-regus_voentorg/,torg_office_cntr,"г. Москва, ЦАО, Арбат, Воздвиженка улица 10",,"[55.7531784, 37.6062814]",37.6062814,55.7531784,50.0,
884, БЦ на Большом Черкасском,https://www.arendator.ru/objects/7249-na_bolshom_cherkasskom/,torg_office_cntr,"г. Москва, ЦАО, Тверской, Черкасский Б. переулок 15",1000.0,"[55.7566358, 37.6269958]",37.6269958,55.7566358,50.0,B+
885, БЦ Диапазон,https://www.arendator.ru/objects/8789-diapazon/,torg_office_cntr,"г. Москва, СЗАО, Щукино, Волоколамский 1-й проезд 10с1",46000.0,"[55.8036797, 37.4901686]",37.4901686,55.8036797,50.0,B+
886, Торгово-офисный центр Ярославчик,https://www.arendator.ru/objects/16394-yaroslavchik/,torg_office_cntr,"г. Москва, СВАО, Ярославский, Ярославское шоссе 137",3639.0,"[55.87909510000001, 37.7202698]",37.7202698,55.87909510000001,50.0,B
887, Офисное здание на Малой Калужской 15,https://www.arendator.ru/objects/7196-na_maloj_kaluzhskoj_15/,torg_office_cntr,"г. Москва, ЮАО, Донской, Калужская М. улица 15",10000.0,"[55.7183824, 37.6008767]",37.6008767,55.7183824,50.0,B+
888, Офисное здание Большая Ордынка 32,https://www.arendator.ru/objects/7463-bolshaya_ordynka_32/,torg_office_cntr,"г. Москва, ЦАО, Якиманка, Ордынка Б. улица 32",1000.0,"[55.738463, 37.6240289]",37.6240289,55.738463,50.0,C
889, Коворкинг Регус Проспект Мира,https://www.arendator.ru/objects/33765-regus_prospekt_mira/,torg_office_cntr,"г. Москва, ЦАО, Мещанский, Мира проспект 40",,"[55.780227, 37.6335184]",37.6335184,55.780227,50.0,
890, БЦ на Обыденском,https://www.arendator.ru/objects/9466-na_obydenskom/,torg_office_cntr,"г. Москва, Обыденский 2-ой  5",800.0,"[55.74166959999999, 37.6039267]",37.6039267,55.74166959999999,50.0,B
891, Офисное здание на Иркутской 17,https://www.arendator.ru/objects/8461-na_irkutskoj_17/,torg_office_cntr,"г. Москва, ВАО, Гольяново, Иркутская улица 17 3",2200.0,"[55.82433899999999, 37.78316909999999]",37.78316909999999,55.82433899999999,50.0,B+
892, Деловой центр Нагатинская-1,https://www.arendator.ru/objects/35102-nagatinskaya-1/,torg_office_cntr,"г. Москва, ЮАО, Нагатино-Садовники, Нагатинская улица 1с21",58000.0,"[55.6825573, 37.6251209]",37.6251209,55.6825573,50.0,B
893, Бизнес-квартал Можайский,https://www.arendator.ru/objects/24894-mozhajskij-1/,torg_office_cntr,"г. Москва, ЗАО, Можайский, Сколковское шоссе 31с2",41077.0,"[55.7051986, 37.4053869]",37.4053869,55.7051986,50.0,B
894, БЦ Садовническая,https://www.arendator.ru/objects/7548-sadovnicheskaya/,torg_office_cntr,"г. Москва, ЦАО, Замоскворечье, Садовническая улица 24/3",,"[55.7466795, 37.6315473]",37.6315473,55.7466795,50.0,A
895, БЦ Новоостаповский,https://www.arendator.ru/objects/9253-novoostapovskij-1/,torg_office_cntr,"г. Москва, ЮВАО, Южнопортовый, Шарикоподшипниковская улица 13 стр.62",13096.0,"[55.7181602, 37.6775567]",37.6775567,55.7181602,50.0,B+
896, Офисное здание Офисы на Большой Татарской улице,https://www.arendator.ru/objects/8463-ofisy_na_bolshoj_tatarskoj_ulice/,torg_office_cntr,"г. Москва, Татарская Б. улица 38/1",857.0,"[55.7374963, 37.63476980000001]",37.63476980000001,55.7374963,50.0,B
897, Офисное здание на Большой Коммунистической,https://www.arendator.ru/objects/7108-na_bolshoj_kommunisticheskoj/,torg_office_cntr,"г. Москва, Б Коммунистическая  5 стр.2",1100.0,"[55.755826, 37.6172999]",37.6172999,55.755826,50.0,A
898, Офисное здание на Большой Дмитровке 9Б,https://www.arendator.ru/objects/7526-na_bolshoj_dmitrovke_9b/,torg_office_cntr,"г. Москва, ЦАО, Тверской, Дмитровка Б. улица 9Б стр.1",450.0,"[55.76148269999999, 37.6142007]",37.6142007,55.76148269999999,50.0,B
899, БЦ Остоженка 10,https://www.arendator.ru/objects/9043-ostozhenka_10/,torg_office_cntr,"г. Москва, ЦАО, Хамовники, Остоженка улица 10",3500.0,"[55.742541, 37.5999245]",37.5999245,55.742541,50.0,A
900, БЦ На Шумкина,https://www.arendator.ru/objects/8592-na_shumkina/,torg_office_cntr,"г. Москва, ВАО, Сокольники, Шумкина улица 20с1",8300.0,"[55.7874731, 37.67011129999999]",37.67011129999999,55.7874731,50.0,B+
901, БЦ Зеленый град,https://www.arendator.ru/objects/8236-zelenyj_grad/,torg_office_cntr,"г. Москва, СВАО, Марьина роща, Савеловский проезд 4",25000.0,"[55.7940396, 37.5954684]",37.5954684,55.7940396,50.0,B+
902, БЦ Чайка Плаза 11,https://www.arendator.ru/objects/9153-chajka_plaza_11/,torg_office_cntr,"г. Москва, ЦАО, Красносельский, Сретенка улица 28/1",7000.0,"[55.77078590000001, 37.6331778]",37.6331778,55.77078590000001,50.0,A
903, Офисное здание Coworking Moscow,https://www.arendator.ru/objects/34858-coworking_moscow/,torg_office_cntr,"г. Москва, ВАО, Соколиная гора, Электродный проезд 3",10000.0,"[55.7645535, 37.7505511]",37.7505511,55.7645535,50.0,B+
904, Офисное здание Рождественка 19,https://www.arendator.ru/objects/7339-rozhdestvenka_19/,torg_office_cntr,"г. Москва, ЦАО, Мещанский, Рождественка улица 19",1364.0,"[55.7648155, 37.6233335]",37.6233335,55.7648155,50.0,B+
905, БЦ Бумажный 14/1,https://www.arendator.ru/objects/30227-bumazhnyj_141/,torg_office_cntr,"г. Москва, САО, Беговой, Бумажный проезд 14с1",,"[55.7911535, 37.5872338]",37.5872338,55.7911535,50.0,C
906, БЦ Поварская Плаза,https://www.arendator.ru/objects/50254-povarskaya_plaza/,torg_office_cntr,"г. Москва, ЦАО, Арбат, Поварская улица 10с1",7000.0,"[55.75348899999999, 37.5981769]",37.5981769,55.75348899999999,50.0,A
907, БЦ Диагональ Хаус,https://www.arendator.ru/objects/9092-diagonal_haus/,torg_office_cntr,"г. Москва, САО, Савеловский, Бутырская улица 77",16500.0,"[55.8039359, 37.582204]",37.582204,55.8039359,50.0,B+
908, Коворкинг ARTechnology,https://www.arendator.ru/objects/32917-artechnology/,torg_office_cntr,"г. Москва, ЦАО, Мещанский, Пушкарев переулок 5",,"[55.7689609, 37.6270091]",37.6270091,55.7689609,50.0,
909, БЦ Охотник,https://www.arendator.ru/objects/9447-ohotnik/,torg_office_cntr,"г. Москва, САО, Головинский, Головинское шоссе 1",11300.0,"[55.8397219, 37.48829180000001]",37.48829180000001,55.8397219,50.0,B
910, Офисное здание на Кожевническом 4,https://www.arendator.ru/objects/7353-na_kozhevnicheskom_4/,torg_office_cntr,"г. Москва, ЦАО, Замоскворечье, Кожевнический проезд 4  стр.1-10Б 17-18",20000.0,"[55.730628, 37.6441229]",37.6441229,55.730628,50.0,B
911, Деловой квартал Московский шелк,https://www.arendator.ru/objects/32407-moskovskij_shelk/,torg_office_cntr,"г. Москва, ЦАО, Хамовники, Саввинский Б. переулок 12",75000.0,"[55.7332666, 37.5652389]",37.5652389,55.7332666,50.0,B+
912, БЦ на Петровском шоссе,https://www.arendator.ru/objects/8231-na_petrovskom_shosse/,torg_office_cntr,"г. Голицыно (Одинцовский р-н, Московская обл), Петровское шоссе владение 5",6930.0,"[55.6150967, 36.989826]",36.989826,55.6150967,50.0,B
913, Офисное здание на проезде Добролюбова,https://www.arendator.ru/objects/8540-na_proezde_dobrolyubova/,torg_office_cntr,"г. Москва, СВАО, Бутырский, Добролюбова проезд 6 а",10000.0,"[55.8087092, 37.6006046]",37.6006046,55.8087092,50.0,B
914, Офисное здание на Усачева 33Б,https://www.arendator.ru/objects/8042-na_usacheva_33b/,torg_office_cntr,"г. Москва, ЦАО, Хамовники, Усачева улица 33Б 3",330.0,"[55.723367, 37.5612468]",37.5612468,55.723367,50.0,B
915, Офисное здание на Семеновском 15,https://www.arendator.ru/objects/7835-na_semenovskom_15/,torg_office_cntr,"г. Москва, ВАО, Соколиная гора, Семеновский переулок 15",14549.0,"[55.7827323, 37.7155912]",37.7155912,55.7827323,50.0,C
916," БЦ Хлебный переулок, 19",https://www.arendator.ru/objects/7300-hlebnyj_pereulok_19/,torg_office_cntr,"г. Москва, ЦАО, Арбат, Хлебный переулок 19",1190.0,"[55.7554346, 37.5936081]",37.5936081,55.7554346,50.0,C
917, Офисно-жилой комплекс LOFTEC,https://www.arendator.ru/objects/32549-loftec-1/,torg_office_cntr,"г. Москва, ЦАО, Басманный, Красносельская Нижн. улица 35с49",14000.0,"[55.7752102, 37.6722624]",37.6722624,55.7752102,50.0,B
918, Офисное здание Юннатов 18,https://www.arendator.ru/objects/7702-yunnatov_18/,torg_office_cntr,"г. Москва, САО, Савеловский, Юннатов улица 18",12658.0,"[55.8030165, 37.5583123]",37.5583123,55.8030165,50.0,B
919, Офисное здание ЗАО «Теплоинжстрой»,https://www.arendator.ru/objects/8284-zao_laquoteploinzhstrojraquo/,torg_office_cntr,"г. Мытищи (Мытищинский р-н, Московская обл), Осташковское шоссе влад. 5Б 1",3500.0,"[55.9015792, 37.6670559]",37.6670559,55.9015792,50.0,B+
920, БЦ на Стромынке,https://www.arendator.ru/objects/32522-na_stromynke/,torg_office_cntr,"г. Москва, ВАО, Сокольники, Стромынка улица 19с1",12000.0,"[55.794799, 37.698698]",37.698698,55.794799,50.0,B
921, Коворкинг Строгино,https://www.arendator.ru/objects/32871-strogino-1/,torg_office_cntr,"г. Москва, СЗАО, Строгино, Твардовского улица 8",,"[55.7990694, 37.3909527]",37.3909527,55.7990694,50.0,
922, Офисное здание на Лобачевского 27,https://www.arendator.ru/objects/7740-na_lobachevskogo_27/,torg_office_cntr,"г. Москва, ЗАО, Проспект Вернадского, Лобачевского улица 27",4311.0,"[55.68075899999999, 37.48075300000001]",37.48075300000001,55.68075899999999,50.0,A
923, БЦ ИНВЕСТ-К,https://www.arendator.ru/objects/7958-invest-k/,torg_office_cntr,"г. Москва, САО, Восточное Дегунино, Дмитровское шоссе 100к2",20000.0,"[55.8819192, 37.5474103]",37.5474103,55.8819192,50.0,B
924, БЦ Принципал Плаза,https://www.arendator.ru/objects/8983-principal_plaza-1/,torg_office_cntr,"г. Москва, ЮЗАО, Академический, 60-летия Октября проспект 10А",33400.0,"[55.6927177, 37.5742159]",37.5742159,55.6927177,50.0,A
925, Особняк 2-й Троицкий переулок 5,https://www.arendator.ru/objects/7308-2-j_troickij_pereulok_5/,torg_office_cntr,"г. Москва, Троицкий 2-ой  5",2000.0,"[55.7754254, 37.6214523]",37.6214523,55.7754254,50.0,
