,Название,Регион,Город,Район,Адрес,Индекс,Телефон,Мобильный телефон,Email,Email с сайта,Сайт,Рубрика,Подрубрика,Способы оплаты,vkontakte,twitter,facebook,skype,icq,odnoklassniki,youtube,instagram,latitude,longitude,coordinates,date_start_statistic,status,category,revenue,dist_to_closest_conquer,dist_to_closer_metro,metro_name,close_metro_coords,closer_metro_area,closer_metro_area_densyty,dist_to_closer_ostanovk,ostanovka_transp,ostanovka_coord,square,chisl,количество жителей в радиусе до конкурента методом домов,количество жителей в радиусе 2 км методом домов,население на 1 конкурента в радиусе 2 км методом по домам,количество конкурентов в радиусе 2 км,население на 1 конкурента в радиусе 2 км методом плотности,колич крупн торгово-офисн центр рядом,dist_to_conquer_aprise,dist_to_closer_metro_aprise,chisl_apprise,dist_to_close_ost_apr,среднее расстояние до метро по действ точкам,среднее расстояние до конкурента по действ точкам,среднея численность в радиусе до конкурента по действ точкам,rating,площадь объекта,coords,Класс:
34,"АБ-клиника, стоматологическая клиника",Московская область,Москва,Таганский район,"Сергия Радонежского, 23-25 ст1",105120.0,"7 (495) 678-21-91, 7 (495) 678-44-05",,,info@ab-clinica.ru,http://www.ab-clinica.ru,Медицинские услуги,Стоматологические центры,"Расчёт по картам, Наличный расчёт",,,,,,,,https://instagram.com/ab_beautystudio,55.747109,37.678248,"[55.747109, 37.678248]",09.02.2020,old,midle,246 127 тыс. руб. в год,253.107468953455,147.31825285793226,Площадь Ильича,"[55.747024, 37.680589]",Таганский,15099.0,38.873752547137215,Метро Пл. Ильича,"[55.74688144, 37.67871748]",201159.04723767596,3037.3004542416693,3098.8656716417913,194011.6656716418,2204.6780189959295,88.0,433.50561028722007,3.0,,,,,,,,,,,
35,"АГАМИ, стоматологическая клиника",Московская область,Москва,Марьина Роща район,"Советской Армии, 17/52",127018.0,7 (495) 255-11-55,,,"dobrolyubova.lyuba@gmail.com,  info@agami.ru",http://www.agami.ru,Медицинские услуги,Стоматологические центры,"Расчёт по картам, Наличный расчёт, Оплата через банк, Оплата через Интернет",,,,,,,,https://instagram.com/agami.ru,55.791396,37.615996,"[55.791396, 37.615996]",09.02.2020,old,midle,272 419 тыс. руб. в год,234.93398752657143,259.340601066176,Марьина роща,"[55.793723, 37.61618]",Марьина роща,14395.0,42.88510825525331,Лазаревский пер.,"[55.79162271, 37.6165487]",173309.0924747246,2494.7843861736606,6097.585074626866,199281.62686567166,1544.8188129121834,129.0,242.90303790962153,2.0,,,,,,,,,,,
36,"Агапе, медицинский центр",Московская область,Москва,Люблино район,"Верхние Поля, 35 к5",109559.0,"7 (495) 770-71-71, 7 (499) 116-78-48",,,info@mcagape.ru,http://www.mcagape.ru,Медицинские услуги,"Многопрофильные медицинские центры, Стоматологические центры, Услуги гинеколога, Услуги кардиолога, Услуги офтальмолога, Услуги процедурного кабинета","Расчёт по картам, Наличный расчёт",https://vk.com/club20697755,,https://facebook.com/groups/146333538745045,,,,,,55.670042,37.758877,"[55.670042, 37.758877]",09.02.2020,old,midle,14 607 тыс. руб. в год,170.40194502793653,720.2191905503365,Люблино,"[55.676265, 37.762003]",Люблино,9876.0,192.11662128196127,Новороссийская ул.,"[55.67123739, 37.76107891]",91175.62380961426,900.4504607437505,5987.991044776119,419200.9432835821,5589.3459104477615,75.0,150.79543715922006,1.0,,,,,,,,,,,
37,"Айси-Фарм, стоматологическая клиника",Московская область,Москва,Алтуфьевский район,"Бибиревская, 9 к1",127549.0,7 (499) 902-51-62,7-965-211-70-70,,aysi-farm@bk.ru,,Медицинские услуги,Стоматологические центры,Наличный расчёт,,,,,,,,,55.8805,37.594223,"[55.8805, 37.594223]",09.02.2020,old,midle,46 759 тыс. руб. в год,426.98415972891024,665.650832934004,Бибирево,"[55.883868, 37.603011]",Бибирево,24814.0,88.43843841344535,"Бибиревская ул., 11","[55.8800036, 37.59532615]",572470.5841505271,14205.285075111182,9460.988059701493,367007.7313432836,8155.727363184081,45.0,3964.852900964366,1.0,,,,,,,,,,,
38,Клиника профессора Орлова,Московская область,Москва,,"Гранатный переулок, 2 ст1",123001.0,7 (495) 699-71-08,7-906-705-73-76,,"doctororlov@gmail.com,  eim11@mail.ru,  jufesa@mail.ru",http://professororlov.ru,"Красота / Здоровье, Медицинские услуги","Пластическая хирургия, Стоматологические центры, Услуги косметолога, Челюстно-лицевая хирургия","Расчёт по картам, Наличный расчёт",,,https://facebook.com/1659512380996626,,,,https://youtube.com/channel/UC7OYPi5Z6jKXSyfNJPenfKw,https://instagram.com/professororlov.ru,55.759414,37.593453,"[55.759414, 37.593453]",09.02.2020,old,expensive,156 946 тыс. руб. в год,284.9806486404239,780.0284570669419,Баррикадная,"[55.760818, 37.58128]",Филёвский Парк,9640.0,227.05650762094706,Ножовый пер.,"[55.75738405, 37.59379993]",255011.8661124826,2458.3143893243323,1388.8208955223881,264267.1074626866,1518.7764796706124,174.0,177.45073982708973,6.0,,,,,,,,,,,
39,"Канадская стоматология, стоматологический центр",Московская область,Москва,Даниловский район,"Дербеневская Набережная, 1/2",115114.0,"7 (495) 120-01-88, 7 (495) 633-26-86",,,"patients@canadadent.ru,  info@canadadent.ru",http://canadadent.ru,Медицинские услуги,Стоматологические центры,"Расчёт по картам, Наличный расчёт",,,https://facebook.com/canadadent,,,,,https://instagram.com/canadian_dentistry_official,55.727561,37.653621,"[55.727561, 37.653621]",09.02.2020,old,midle,66 558 тыс. руб. в год,423.2276273267627,888.942123302035,Крестьянская застава,"[55.732464, 37.664788]",Таганский,15099.0,34.35706378289976,Дербеневская наб.,"[55.7275452, 37.6541671]",562441.9010324931,8492.310263689613,595.2089552238806,214186.41492537313,1947.1492265943014,110.0,969.6674264721959,11.0,,,,,,,,,,,
40,"Аква Элит Дент, стоматологическая клиника",Московская область,Москва,Тропарёво-Никулино район,"Ленинский проспект, 146",119526.0,7 (495) 434-34-05,7-926-900-80-87,,,http://n2820.stmatlg.ru,Медицинские услуги,Стоматологические центры,"Наличный расчёт, Оплата через банк",,,,,,,,,55.656793,37.496728,"[55.656793, 37.496728]",09.02.2020,old,midle,121 489 тыс. руб. в год,372.58128195209736,1123.8467997319144,Юго-Западная,"[55.663146, 37.482852]",Тропарёво-Никулино,10956.0,71.0707450772895,Ул. Миклухо-Маклая,"[55.65619196, 37.49634766]",435884.7886157544,4775.5537440742055,1131.841791044776,259839.88656716418,4996.9208955223885,52.0,1153.4799043379235,1.0,,,,,,,,,,,
41,"Аквилон, стоматологическая клиника",Московская область,Москва,Царицыно район,"Кантемировская, 3 к3",115304.0,7 (499) 320-55-47,,,,http://aqui-stom.ru,Медицинские услуги,Стоматологические центры,Наличный расчёт,,,,,,,,,55.636212,37.677634,"[55.636212, 37.677634]",09.02.2020,old,midle,228 524 тыс. руб. в год,88.52966996603286,1348.780250454134,Кантемировская,"[55.636107, 37.656218]",Царицыно,15298.0,143.86507050620065,Универсам,"[55.63678482, 37.67968168]",24609.757737885357,376.48007387417016,6543.5194029850745,214980.02686567165,10749.001343283582,20.0,236.42948639297887,0.0,,,,,,,,,,,
42,"Аксон, стоматологическая практика",Московская область,Москва,Тверской район,"Большая Дмитровка, 20 ст2",107031.0,"7 (495) 629-75-02, 7 (495) 629-52-85",,,info@akcon.ru,http://www.akcon.ru,Медицинские услуги,Стоматологические центры,"Расчёт по картам, Наличный расчёт",,,,,,,,,55.763183,37.613461,"[55.763183, 37.613461]",09.02.2020,old,midle,204 130 тыс. руб. в год,217.20338509423524,445.1307408638968,Чеховская,"[55.765843, 37.608167]",Тверской,10660.0,283.64582134761145,Столешников пер.,"[55.76238663, 37.61775306]",148136.75495867923,1579.1378078595208,1659.0268656716419,238661.78507462688,1223.9065901262918,195.0,101.71267111136196,33.0,,,,,,,,,,,
43,"Алекс-Дент, стоматологическая клиника",Московская область,Москва,Марьино район,"Мячковский бульвар, 9",109451.0,7 (495) 346-92-11,,,,http://www.alex-dent.ru,Медицинские услуги,Стоматологические центры,Наличный расчёт,,,,,,,,,55.655731,37.756107,"[55.655731, 37.756107]",09.02.2020,old,midle,284 909 тыс. руб. в год,148.1441934127092,544.3343186189346,Братиславская,"[55.65946, 37.750514]",Марьино,21319.0,180.59102131518952,Новомарьинская ул.,"[55.65419631, 37.75517822]",68912.64441157288,1469.148666210322,5551.50447761194,411552.0358208955,5276.3081515499425,78.0,236.57060573848264,1.0,,,,,,,,,,,
44,"Алена, сеть стоматологических клиник",Московская область,Москва,Преображенское район,"Бухвостова 1-я, 3",107076.0,"7 (495) 645-23-52, 7 (495) 223-63-40, 7 (495) 962-07-00, 7 (495) 645-23-51",,,"info@firmaalena.ru,  alenastom@rambler.ru",http://www.alenastom.ru,Медицинские услуги,Стоматологические центры,"Расчёт по картам, Наличный расчёт, Оплата через банк",,,,,,,,,55.798492,37.70931,"[55.798492, 37.70931]",09.02.2020,old,midle,412 555 тыс. руб. в год,280.51250012852597,441.9868551096761,Преображенская площадь,"[55.796167, 37.715022]",Преображенское,16046.0,263.41960502584084,Ул. Хромова,"[55.79992558, 37.71265136]",247078.00496703872,3964.613667701103,621.6626865671642,227632.46865671643,4645.560584830948,49.0,1016.2356666597115,2.0,,,,,,,,,,,
45,"Алена, сеть стоматологических клиник",Московская область,Москва,Дорогомилово район,"Победы площадь, 2 к1",121170.0,"7 (499) 148-64-66, 7 (499) 148-64-85",,,"info@firmaalena.ru,  alenastom@rambler.ru",http://www.alenastom.ru,Медицинские услуги,Стоматологические центры,"Расчёт по картам, Наличный расчёт",,,,,,,,,55.737769,37.521495,"[55.737769, 37.521495]",09.02.2020,old,midle,61 292 тыс. руб. в год,163.7070954764094,338.1428235956102,Парк Победы,"[55.736164, 37.516925]",Дорогомилово,9417.0,114.41123176064329,Метро Парк Победы,"[55.73714684, 37.52004537]",84152.04116327177,792.4597716345303,3142.3253731343284,163468.9432835821,3336.1008833384103,49.0,203.12846391285106,4.0,,,,,,,,,,,
46,"Алена, сеть стоматологических клиник",Московская область,Москва,Мещанский район,"Протопоповский переулок, 9 ст1",129090.0,"7 (495) 680-62-55, 7 (495) 680-15-71",,,"info@firmaalena.ru,  alenastom@rambler.ru",http://www.alenastom.ru,Медицинские услуги,Стоматологические центры,"Расчёт по картам, Наличный расчёт",,,,,,,,,55.780838,37.637482,"[55.780838, 37.637482]",09.02.2020,old,midle,296 566 тыс. руб. в год,128.23303043878673,271.0342013935748,Проспект Мира,"[55.781757, 37.633482]",Мещанский,13213.0,140.32387050616677,Ботанический пер.,"[55.77997341, 37.6391092]",51633.24969991649,682.2301282849965,568.755223880597,146313.6985074627,1100.102996296712,133.0,64.42714594931996,1.0,,,,,,,,,,,
